124,170,208,221,224,229,232,235,239,242,242,242,245,248,248,244,239,233,228,220,193,144,94,66
126,180,219,228,234,240,243,245,245,244,243,241,241,244,241,238,233,229,227,219,190,137,90,72
126,180,220,230,233,232,231,228,227,232,236,236,230,216,195,185,180,178,176,171,156,120,88,80
121,162,192,197,192,181,167,157,161,184,208,214,194,156,124,118,111,100,94,98,100,92,83,82
109,134,136,122,114,100,71,53,64,104,153,165,132,83,66,80,69,45,34,52,53,58,69,75
97,101,85,68,74,71,51,35,39,63,106,125,100,58,47,42,33,27,32,46,50,55,61,66
80,74,60,49,48,40,29,22,26,45,85,103,84,50,42,28,19,16,19,26,41,52,60,64
68,64,53,41,31,18,15,17,26,48,88,127,109,57,49,34,24,21,21,24,39,62,78,78
71,75,63,42,28,18,20,29,41,62,113,180,162,80,62,55,47,42,42,44,58,90,108,101
93,102,90,65,48,42,42,54,65,73,152,220,200,118,72,78,79,71,67,71,96,124,132,116
117,139,140,115,86,75,78,81,78,84,175,231,218,151,83,83,90,94,100,107,119,137,137,116
124,154,157,136,120,111,104,90,83,108,193,237,228,173,95,70,72,81,87,95,100,108,109,98
118,148,148,129,128,121,105,84,91,148,211,241,233,193,134,87,66,71,87,93,93,90,87,84
105,126,121,104,106,101,83,74,104,177,203,217,207,179,155,111,73,75,107,112,107,95,84,80
91,95,85,73,74,73,58,69,110,146,134,133,115,84,78,72,60,67,96,102,96,87,79,76
79,84,86,86,85,74,56,56,66,61,49,51,44,31,34,45,51,57,66,74,73,70,67,66
69,75,81,84,78,62,56,58,56,39,29,25,23,25,35,46,51,50,51,60,60,59,58,58
63,66,70,70,62,49,53,64,68,57,51,42,37,41,49,54,51,45,44,57,58,55,53,52
60,60,61,61,56,48,50,58,66,67,70,66,62,62,59,55,45,37,40,59,59,54,49,47
57,56,57,62,64,56,46,40,42,52,63,68,79,90,78,58,36,30,46,68,65,54,46,43
58,55,57,66,78,73,65,51,49,74,104,122,128,117,89,69,59,59,66,72,63,50,41,39
59,54,55,66,84,91,101,91,75,89,120,141,141,120,90,73,74,83,86,69,54,41,35,36
55,50,51,62,80,100,128,125,99,89,107,121,118,99,80,69,78,93,93,65,50,40,36,38
47,45,48,57,73,99,132,134,107,86,91,97,91,76,68,66,79,91,87,64,56,50,43,41
